Artikel	Beskrivning	"Vikt netto"	Plockplats	Plocksaldo	Kundorder	Diff	Buffertsaldo	"Saldo automation"	"Automation diff"	"Saldo kran"	"Kran diff"	"Saldo autoplock"	"Autoplock diff"	Utbeställt	Inlagring	Ankommande	"Pågående plock"	"För och under plock"	Saldo	Diff2	Externt	Lager	Bolag	Batchartikel	Klassificering	Robot
1018950	"RESERVNAPP LAMMBAR 1018950"	"0,06"		0	0	0	0	103	103	0	0	103	103	0	0	0	0	0	103	103	0	404	GG	N	H	Y
1018951	"FRAMFALLSBYGEL TILL FÅR"	"0,23"		0	2	-2	0	160	158	0	-2	160	158	0	0	0	0	0	160	158	0	404	GG	N	H	Y
1018953	"KLÖVSAX GRÖN FÅR 245MM"	"0,55"		0	0	0	0	46	46	0	0	46	46	0	0	0	0	0	46	46	0	404	GG	N	H	Y
1018960	"LAMMUPPLIVARE/INGIVARE M FLASKA/SLANG"	"0,05"		0	6	-6	0	47	41	0	-6	47	41	0	0	0	0	0	47	41	0	404	GG	N	H	Y
1018968	"NAPPFLASKA 1000ML LAMM GRADER M HÄNGÖGLA"	"0,09"		0	4	-4	0	367	363	0	-4	367	363	0	0	320	0	0	367	363	0	404	GG	N	H	Y
1018987	"FODERAUTOMAT 40KG"	"2,32"		0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	404	GG	N	H	N
1019021	"VATTENAUTOMAT HÖNS UPPHÄNGNINGSBAR"	"1,47"		0	0	0	18	18	18	18	18	0	0	0	0	0	0	0	18	18	0	404	GG	N	H	N
1019046	"FLUGPAPPER TRAP/STALLET 8 ST"	"0,45"		0	0	0	640	1266	1266	640	640	626	626	0	0	0	0	0	1266	1266	0	404	GG	N	H	Y
1019047	"FLUGPAPPER FLYTUBE/MANSCH 12 ST"	"0,13"		0	0	0	24	2342	2342	0	0	2342	2342	0	0	0	0	0	2366	2366	0	404	GG	N	H	Y
1019048	"FLUGFÅNGARE SPIRALEN 6 ST"	"0,07"		0	0	0	0	1154	1154	0	0	1154	1154	0	0	0	0	0	1154	1154	0	404	GG	N	H	Y
1019105	"MUSFÄLLA RAPP PLAST 2-PACK"	"0,07"		0	12	-12	0	214	202	0	-12	214	202	0	0	180	0	0	214	202	0	404	GG	N	H	Y
1019137	"JODOPAX VET 500 ML"	"0,6"		0	6	-6	0	139	133	0	-6	139	133	0	0	0	0	0	139	133	0	404	GG	N	H	Y
1019149	"DESINFEKTION VIRKON S 50 GR"	"0,06"		0	50	-50	0	381	331	0	-50	381	331	0	0	0	0	0	381	331	0	404	GG	N	H	Y
1019327	"STÄNGSELKLUBBA TRÄSKAFT 5 KG"	5		0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	404	GG	N	H	N
1019779	"PRESENNING 4X6M 600GR JP"	15		0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	10	10	0	404	GG	N	H	N
1020271	"REP PP MINIRULLE BLÅ 10MM 30M"	"1,25"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	404	GG	N	H	Y
1020305	"REP PP MINIRULLE BLÅ 6 MM 30 M"	"0,42"		0	0	0	0	42	42	0	0	42	42	0	0	0	0	0	42	42	0	404	GG	N	H	Y
1020311	"REP PP MINIRULLE BLÅ 8 MM 30 M"	"0,78"		0	0	0	0	157	157	0	0	157	157	0	0	0	0	0	157	157	0	404	GG	N	H	Y
1020410	"RUNDSLING 3TON 1M GUL"	"0,66"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	404	GG	N	H	Y
1020498	"TRATT 145 MM RÖD M BÖJLIG PIP"	"0,09"		0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	404	GG	N	H	Y
1020700	"SVÄRD 12""/30CM 3/8 1 3 MM"	"0,43"		0	0	0	0	8	8	0	0	8	8	0	0	0	0	0	8	8	0	404	GG	N	F	Y
1020702	"SVÄRD 12""/30CM 3/8 1 1MM"	"0,37"		0	2	-2	0	10	8	0	-2	10	8	0	0	0	0	0	10	8	0	404	GG	N	F	Y
1020704	"SVÄRD 14""/35CM 3/8 1 3 MM"	"0,52"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	404	GG	N	F	Y
1020705	"SVÄRD 14""/35CM 3/8 1 3MM"	"0,7"		0	0	0	0	5	5	0	0	5	5	0	0	86	0	0	5	5	0	404	GG	N	F	Y
1020706	"SVÄRD 14""/35CM 3/8 1 1MM"	"0,44"		0	0	0	0	8	8	0	0	8	8	0	0	0	0	0	8	8	0	404	GG	N	F	Y
1020721	"KEDJA 15"" .325 1 5MM 64DL (21BPX)"	"0,27"		0	2	-2	0	29	27	0	-2	29	27	0	0	0	0	0	29	27	0	404	GG	N	F	Y
1020722	"SÅGKEDJA 18"" .325 1 5MM 72DL (21BPX)"	"0,32"		0	2	-2	0	25	23	0	-2	25	23	0	0	0	0	0	25	23	0	404	GG	N	F	Y
1020723	"SÅGKEDJA 12"" 3/8 1 1MM 44DL (90PX)"	"0,15"		0	2	-2	0	34	32	0	-2	34	32	0	0	60	0	0	34	32	0	404	GG	N	F	Y
1020724	"SÅGKEDJA 14"" 3/8"" 1 1MM 50DL (90PX)"	"0,17"		0	6	-6	0	44	38	0	-6	44	38	0	0	60	0	0	44	38	0	404	GG	N	F	Y
1020779	"LGF-SKYLT LÅNGSAMT GÅENDE FORDON"	"0,34"		0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	2	2	0	404	GG	N	H	Y
1024126	"KRAMPA 75MM HUGGEN 5ST"	"0,19"		0	0	0	0	32	32	0	0	32	32	0	0	0	0	0	32	32	0	404	GG	N	E	Y
1027449	"ROSKRATTA 10 BÖJDA PINNAR PRIM."	"0,8"		0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	404	GG	N	F	N
1027617	"MAGASINKÄRRA P3 LUFTHJUL HÖRBY BRUK"	13		0	4	-4	7	7	3	7	3	0	-4	0	0	48	0	0	7	3	0	404	GG	N	H	N
1027635	"KORG SKOTTKÄRRA 110L"	13		0	1	-1	2	2	1	2	1	0	-1	0	0	0	0	0	2	1	0	404	GG	N	H	N
1027644	"SLANG TILL SKOTTKÄRREHJUL 12 TUM"	"0,18"		0	0	0	0	38	38	0	0	38	38	0	0	0	0	0	38	38	0	404	GG	N	H	Y
1034925	"NYCKEL AD-LÅS HÖGER"	"0,2"		0	0	0	0	4	4	0	0	4	4	0	0	10	0	0	4	4	0	404	GG	N	H	Y
1034926	"NYCKEL AD-LÅS VÄNSTER"	"0,2"		0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	404	GG	N	H	Y
1034937	"AD-LÅS 2435 SVART VÄNSTER"	"0,9"		0	1	-1	0	1	0	0	-1	1	0	0	0	20	0	0	1	0	0	404	GG	N	H	Y
1034938	"AD-LÅS 2434 SVART HÖGER"	"0,9"		0	4	-4	0	14	10	0	-4	14	10	0	0	0	0	0	14	10	0	404	GG	N	H	Y
1042310	"MYR EFFEKT 2 DOS. NEUD."	"0,1"		0	280	-280	0	292	12	0	-280	292	12	0	0	1020	0	0	292	12	0	404	GG	N	F	Y
1045527	"KLIPPSKÄR CRYOGEN-X 4 9 5 MM OSTER"	"0,2"		0	0	0	0	11	11	0	0	11	11	0	0	0	0	0	11	11	0	404	GG	N	B	Y
1045533	"KLIPPSKÄR CRYOGEN-X 15 1 2MM OSTER"	"0,18"		0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	404	GG	N	B	Y
1045649	"PEM-SLANG PN 16 16X2 0 25M"	"2,3"		0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	13	13	0	404	GG	N	H	N
1045651	"PEM-SLANG PN 16 20X2 0 25M"	3		0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	13	13	0	404	GG	N	H	N
1045652	"PEM-SLANG PN 16 25X2 3 25M"	"4,2"		0	0	0	7	7	7	7	7	0	0	0	0	15	0	0	7	7	0	404	GG	N	H	N
1045660	"PEM-SLANG PN 16 32X3 0 25M"	"6,8"		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	11	0	404	GG	N	H	N
1047467	"TRIMMERHUVUD JET-FIT 4 UNIV"	"0,74"		0	0	0	0	23	23	0	0	23	23	0	0	0	0	0	23	23	0	404	GG	N	F	Y
1047469	"TRIMMERTRÅD FLEXIBL 4 0MMX21M"	"0,5"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	404	GG	N	F	Y
1047943	"REP PP MINIRULLE BLÅ 4 MM 30 M"	"0,25"		0	0	0	0	30	30	0	0	30	30	0	0	0	0	0	30	30	0	404	GG	N	H	Y
1047965	"UTGÖDSLINGSLINA 20 MM 85 M"	"25,7"		0	0	0	6	6	6	6	6	0	0	0	0	0	0	0	6	6	0	404	GG	N	H	N
1048038	"GARN SISAL 500 GR 110M"	"0,47"		0	0	0	0	53	53	0	0	53	53	0	0	120	0	0	53	53	0	404	GG	N	H	Y
1052279	"TRATTSATS 50-75-100-120 MM"	"0,08"		0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	96	96	0	404	GG	N	H	Y
1053434	"LINIMENT RADITAL 500ML TRIKEM"	"0,5"		0	6	-6	0	35	29	0	-6	35	29	0	0	36	0	0	35	29	0	404	GG	N	D	Y
1053435	"VÄRMESALVA RADITAL 250ML TRIKEM"	"0,27"		0	0	0	0	1	1	0	0	1	1	0	0	30	0	0	1	1	0	404	GG	N	D	Y
1053927	"HONEY+C-VITAMIN FORAN FÖR HÄST 1L"	"1,25"		0	0	0	0	48	48	0	0	48	48	0	0	120	0	0	48	48	0	404	GG	N	A	Y
1057243	"FRUKTPLOCKARE UP80 T UNIVERSAL"	"0,25"		0	0	0	0	63	63	0	0	63	63	0	0	0	0	0	63	63	0	404	GG	N	F	Y
1059533	"MUS/RÅTTFRITT ELEKTRISK MR80DG2"	"0,33"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	404	GG	N	H	Y
1061389	"SVENSK VIMPEL MARIN 200CM"	"0,2"		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1061390	"SVENSK VIMPEL MARIN 250CM"	"0,2"		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	404	GG	N	F	N
1061391	"SVENSK VIMPEL MARIN 300CM"	"0,3"		0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	404	GG	N	F	N
1061392	"SVENSK VIMPEL MARIN 400CM"	"0,3"		0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	404	GG	N	F	N
1061393	"SVENSK VIMPEL MARIN 500CM"	"0,4"		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	404	GG	N	F	N
1061394	"SVENSK VIMPEL MARIN 600CM"	"0,5"		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	404	GG	N	F	N
1061395	"SVENSK KORSVIMPEL MARIN 200CM"	"0,3"		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	404	GG	N	F	N
1061396	"SVENSK KORSVIMPEL MARIN 300CM"	"0,3"		0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	404	GG	N	F	N
1061397	"SVENSK KORSVIMPEL MARIN 400CM"	"0,4"		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1061398	"SVENSK KORSVIMPEL MARIN 500CM"	"0,5"		0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	404	GG	N	F	N
1061399	"SVENSK KORSVIMPEL MARIN 600CM"	"0,6"		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	404	GG	N	F	N
1061486	"SVENSK FLAGGA MARIN 150CM"	"0,4"		0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	404	GG	N	F	N
1061488	"SVENSK FLAGGA MARIN 240CM"	"0,7"		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1061489	"SVENSK FLAGGA MARIN 300CM"	"1,1"		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1061490	"SVENSK FLAGGA MARIN 350CM"	"1,5"		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1063040	"BUSKSTÖD 35CM, SVART"	"0,1"		0	0	0	2932	2932	2932	2932	2932	0	0	0	0	0	0	0	2932	2932	0	404	GG	N	F	N
1065504	"MUSFÄLLA MJÖLNER"	"0,06"		0	0	0	0	1615	1615	0	0	1615	1615	0	0	0	0	0	1615	1615	0	404	GG	N	H	Y
1065616	"SEKATÖR P44 FINGER LOOP SIDOSK"	"0,18"		0	8	-8	0	32	24	0	-8	32	24	0	0	64	0	0	32	24	0	404	GG	N	F	Y
1070256	"LOCK TILL KALV OCH LAMMBAR"	"0,14"		0	6	-6	0	10	4	0	-6	10	4	0	0	0	0	0	10	4	0	404	GG	N	H	Y
1073354	"BÄRNÄT GG 4X5M"	"0,19"		0	0	0	0	1320	1320	0	0	1320	1320	0	0	6480	0	0	1320	1320	0	404	GG	N	F	Y
1073355	"BÄRNÄT GG 4X10M"	"0,48"		0	0	0	0	0	0	0	0	0	0	0	0	4374	0	0	0	0	0	404	GG	N	F	N
1074779	"SLANG TILL MAGASINKÄRREHJUL"	"0,15"		0	0	0	0	15	15	0	0	15	15	0	0	0	0	0	15	15	0	404	GG	N	H	Y
1079340	"NAPPFLASKA 500ML GRADERAD MED NAPP"	"0,48"		0	0	0	288	325	325	288	288	37	37	0	0	432	0	0	325	325	0	404	GG	N	H	Y
1089401	"LÖVRÄFSA PLAST YANKEE/SOLID 26T PRI"	"0,8"		0	0	0	0	0	0	0	0	0	0	0	0	1344	0	0	0	0	0	404	GG	N	F	N
1089866	"SNÖRE HAMPA NATUR 45 M"	"0,07"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	404	GG	N	H	Y
1090014	"PRESENNINGSLINA BLÅ 6 MMX20 M"	"0,34"		0	0	0	0	39	39	0	0	39	39	0	0	0	0	0	39	39	0	404	GG	N	H	Y
1094599	"TRIMMERLINA NYLIUMST 2 4MMX90M"	"0,52"		0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	404	GG	N	F	Y
1094633	"GRÄSKLIPPARKNIV GATOR KLIPPO 47,5CM"	"0,75"		0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	404	GG	N	F	N
1094683	"TRIMMERLINA NYLIUMST 3 0MMX60M"	"0,53"		0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	404	GG	N	F	Y
1094705	"TRIMMERLINA NYLIUMST 2 4MMX15M"	"0,11"		0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	404	GG	N	F	Y
1098045	BONDEPRAKTIKA	"0,1"		0	0	0	0	1461	1461	0	0	1461	1461	0	0	0	0	0	1461	1461	0	404	GG	N	H	Y
1100099	"SÅGKEDJA 14"" 3/8"" 1 3MM 52DL (91VXL)"	"0,18"		0	12	-12	0	36	24	0	-12	36	24	0	0	60	0	0	36	24	0	404	GG	N	F	Y
1100320	"GRÄSSAX GS42 MED SERVOUTVÄXLIN"	"0,31"		0	40	-40	0	161	121	0	-40	161	121	0	0	36	0	0	161	121	0	404	GG	N	F	Y
1100500	"RC CAT MOTHER & BABYCAT 2KG"	"2,03"		0	2	-2	24	41	39	24	22	17	15	0	0	0	0	0	41	39	0	404	GG	N	B	Y
1109207	"TRIMMERLINA NYLIUMST 3 0MMX15M"	"0,15"		0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	404	GG	N	F	Y
1118515	"OLJESUG STIGA"	"0,11"		0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	404	GG	N	F	Y
1119230	HYGROMETER/TERMOMETER	"0,13"		0	0	0	0	7	7	0	0	7	7	0	0	20	0	0	7	7	0	404	GG	N	H	Y
1120333	"KARLEDSSALVA FORAN M.R.S 500G"	"0,6"		0	3	-3	0	178	175	0	-3	178	175	0	0	72	0	0	178	175	0	404	GG	N	D	Y
1136835	"RC CAT MAINE COON ADULT 2KG"	"2,04"		0	2	-2	108	140	138	108	106	32	30	0	0	0	0	0	140	138	0	404	GG	N	B	Y
1137055	"SVÄRD 18""/45CM .325 1 5MM"	"1,02"		0	6	-6	0	6	0	0	-6	6	0	0	0	10	0	0	6	0	0	404	GG	N	F	Y
1137056	"KOMBINYCKEL KORT 13X19 OREG"	"0,09"		0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	404	GG	N	F	Y
1137070	"TRIMMERTRÅD FLEXIBL 3 0MMX37M"	"0,49"		0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	404	GG	N	F	Y
1137083	"SVÄRD 13""/33CM .325 1 5MM"	"0,67"		0	0	0	0	10	10	0	0	10	10	0	0	0	0	0	10	10	0	404	GG	N	F	Y
1137860	"FLAGGSTÅNGSKULA 135/65 GULD"	"0,8"		0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	404	GG	N	F	N
1137861	"FLAGGSTÅNGKULA 165/65G"	1		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1138169	"PRODEN PLAQUEOFF PULVER SE/FI 60G"	"0,07"		0	4	-4	0	13	9	0	-4	13	9	0	0	144	0	0	13	9	0	404	GG	N	B	Y
1138170	"PRODEN PLAQUEOFF PULVER MULTI 180G"	"0,21"		0	2	-2	0	10	8	0	-2	10	8	0	0	48	0	0	10	8	0	404	GG	N	B	Y
1138859	"BLUNDSTONE 192  STL37 SKYDDSKO"	"1,3"		0	2	-2	0	101	99	0	-2	101	99	0	0	186	0	0	101	99	0	404	GG	N	G	Y
1138861	"BLUNDSTONE 192 STL38 SKYDDSKO"	"1,37"		0	0	0	96	156	156	96	96	60	60	0	0	366	0	0	156	156	0	404	GG	N	G	Y
1138863	"BLUNDSTONE 192 STL39 SKYDDSKO"	"1,37"		0	0	0	0	42	42	0	0	42	42	0	0	789	0	0	42	42	0	404	GG	N	G	Y
1138864	"BLUNDSTONE 192 STL40 SKYDDSKO"	"1,4"		0	2	-2	0	125	123	0	-2	125	123	0	0	249	0	0	125	123	0	404	GG	N	G	Y
1138865	"BLUNDSTONE 192 STL41 SKYDDSKO"	"1,53"		0	0	0	96	169	169	96	96	73	73	0	0	306	0	0	169	169	0	404	GG	N	G	Y
1138867	"BLUNDSTONE 192 STL42 SKYDDSKO"	"1,62"		0	4	-4	0	35	31	0	-4	35	31	0	0	735	0	0	35	31	0	404	GG	N	G	Y
1138869	"BLUNDSTONE 192 STL43 SKYDDSKO"	"1,68"		0	37	-37	56	151	114	56	19	95	58	0	0	1037	0	0	151	114	0	404	GG	N	G	Y
1138871	"BLUNDSTONE 192 STL44 SKYDDSKO"	"1,74"		0	2	-2	184	214	212	184	182	30	28	0	0	386	0	0	214	212	0	404	GG	N	G	Y
1138872	"BLUNDSTONE 192 STL45 SKYDDSKO"	"1,75"		0	0	0	96	114	114	96	96	18	18	0	0	200	0	0	114	114	0	404	GG	N	G	Y
1138873	"BLUNDSTONE 192 STL46 SKYDDSKO"	"1,75"		0	4	-4	56	102	98	56	52	46	42	0	0	477	0	0	102	98	0	404	GG	N	G	Y
1138874	"BLUNDSTONE 192 STL47 SKYDDSKO"	"1,8"		0	0	0	64	86	86	64	64	22	22	0	0	30	0	0	86	86	0	404	GG	N	G	Y
1138875	"BLUNDSTONE 192 STL48 SKYDDSKO"	"1,95"		0	0	0	8	8	8	8	8	0	0	0	0	0	0	0	8	8	0	404	GG	N	G	Y
1139975	"HILLS CAT ADULT  6 CHICKEN-3 BEEF-3 FISH"	"1,56"		0	12	-12	0	179	167	0	-12	179	167	0	0	0	0	0	179	167	0	404	GG	N	B	Y
1142182	"MUS/RÅTTFRITT ELEKTRISK MR50"	"0,24"		0	0	0	0	42	42	0	0	42	42	0	0	536	0	0	42	42	0	404	GG	N	H	Y
1143045	"TRÄOLJA AQUA WOODEX 2 7L"	"2,7"		0	0	0	0	0	0	0	0	0	0	0	0	2640	0	0	0	0	0	404	GG	N	H	N
1147581	"SÅGKEDJA 13"" .325 1 5MM  56DL (21BPX)"	"0,24"		0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	404	GG	N	F	Y
1147587	"FÄLLKIL PLAST 14 CM OREG"	"0,13"		0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	404	GG	N	F	Y
1147958	"SPINDELFRITT 30 SILVERLINE"	"0,2"		0	0	0	0	15	15	0	0	15	15	0	0	0	0	0	15	15	0	404	GG	N	H	Y
1148172	"ENKELGRIND TILL PADDOCK"	50		0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	404	GG	N	E	N
1148173	"DUBBELGRIND TILL PADDOCK"	100		0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	404	GG	N	E	N
1148369	"GÅRDSPUMP KRONAN KOMPLETT"	"40,8"		0	1	-1	14	14	13	14	13	0	-1	0	0	0	0	0	14	13	0	404	GG	N	H	N
1148473	"TRIMMERLINA NYLIUMST2 4MMX360M"	"1,77"		0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	404	GG	N	F	Y
1148535	"LOCK TILL HINK 10 L"	"0,11"		0	33	-33	0	397	364	0	-33	397	364	0	0	0	0	0	397	364	0	404	GG	N	H	Y
1148550	"MUS/RÅTTFRITT 50 BATTERI"	"0,3"		0	0	0	0	38	38	0	0	38	38	0	0	0	0	0	38	38	0	404	GG	N	H	Y
1148593	"FRÖAUTOMAT GG FALSTERBO STOR"	"0,52"		0	0	0	539	539	539	539	539	0	0	0	0	1002	0	0	539	539	0	404	GG	N	F	N
1148594	"FRÖAUTOMAT GG FALSTERBO LITEN"	"0,4"		0	0	0	0	0	0	0	0	0	0	0	0	2004	0	0	0	0	0	404	GG	N	F	N
1148646	"BETE SUPERCAT RÅTT 3 ST"	"0,05"		0	0	0	0	63	63	0	0	63	63	0	0	0	0	0	63	63	0	404	GG	N	H	Y
1148759	"LOCK TILL REKT. FODERTUNNA SVART"	"0,44"		0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	404	GG	N	H	N
1148769	"KOMBIKÄRRA HÖRBY BRUK"	11		0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	404	GG	N	H	N
1148775	"IBORRNINGSHYLSA RÖD KOMBI"	"0,11"		0	16	-16	0	2461	2445	0	-16	2461	2445	0	0	0	0	0	2461	2445	0	404	GG	N	H	Y
1148784	"BANDISOLATOR KOLFIBER 5 ST"	"0,16"		0	1	-1	0	96	95	0	-1	96	95	0	0	100	0	0	96	95	0	404	GG	N	H	Y
1148846	"SOLCELLSPANEL 8W MED JORDSPETT"	"6,41"		0	0	0	26	26	26	26	26	0	0	0	0	0	0	0	26	26	0	404	GG	N	H	N
1148888	"AKTIVERINGSISOLATOR 2 ST"	"0,1"		0	0	0	0	120	120	0	0	120	120	0	0	0	0	0	120	120	0	404	GG	N	H	Y
1148889	"SKARVISOLATOR 4 ST"	"0,2"		0	0	0	0	28	28	0	0	28	28	0	0	0	0	0	28	28	0	404	GG	N	H	Y
1148900	"BATTERIVATTEN T 25 L"	"26,3"		0	0	0	24	24	24	24	24	0	0	0	0	0	0	0	24	24	0	404	GG	N	H	N
1149055	"LYSRÖR 8W INSEKTSDÖDARE INNE"	"0,55"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	404	GG	N	H	Y
1149089	"REP POLYSOFT SVART 8 MM 20 M"	"0,65"		0	0	0	0	24	24	0	0	24	24	0	0	0	0	0	24	24	0	404	GG	N	H	Y
1149093	"REP POLYESTER VIT 10 MM 20 M"	"1,05"		0	0	0	0	69	69	0	0	69	69	0	0	0	0	0	69	69	0	404	GG	N	H	Y
1149097	"MUSFÄLLA TRÄ 2 ST BETAD"	"0,04"		0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	404	GG	N	H	Y
1149099	"RÅTTFÄLLA TRÄ BETAD"	"0,09"		0	0	0	0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	404	GG	N	H	N
1149103	"FLUGFÄLLA BLÅ MED BETE"	"0,14"		0	0	0	0	977	977	0	0	977	977	0	0	0	0	0	977	977	0	404	GG	N	H	Y
1149104	"BETE TILL FLUGFÄLLA BLÅ 2-PACK"	"0,11"		0	0	0	0	251	251	0	0	251	251	0	0	0	0	0	251	251	0	404	GG	N	H	Y
1149268	"JET-FIT KIT TECHNIBLADE 6+7 MM"	"2,25"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	404	GG	N	F	Y
1149360	"HOVRASP MED HANDTAG 350MM"	"0,83"		0	0	0	0	5	5	0	0	5	5	0	0	5	0	0	5	5	0	404	GG	N	D	Y
1149647	"NÄTSÄCK POTATIS 52X80 BRONS 25KG<"	"0,03"		0	0	0	1570	1570	1570	1570	1570	0	0	0	0	0	0	0	1570	1570	0	404	GG	N	H	N
1149650	"NÄTSÄCK POTATIS 60X100 BRONS 50KG<"	"0,05"		0	0	0	3700	700	700	700	700	0	0	0	0	0	0	0	3700	3700	0	404	GG	N	H	N
1149657	"STORSÄCK 2-ÖGLOR 1350L<"	"0,1"		0	0	0	120	120	120	120	120	0	0	0	0	0	0	0	120	120	0	404	GG	N	H	N
1149877	"TRANSMISSIONSOLJA HYBRAN PLUS 208 L"	198		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	H	N
1149896	"SÅGKEDJEOLJA MINERAL 208 L AGROL"	198		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	404	GG	N	H	N
1149936	"ALKYLATBENSIN ASPEN 4 200L"	160		0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	404	GG	N	F	N
1149972	"ADE-VITAMIN TORR PROTECT 25KG"	25		0	0	0	20	20	20	20	20	0	0	0	0	0	0	0	20	20	0	404	GG	N	A	N
1151680	"JÄRNTRÅDDUK NR4 5 65MM 10M"	"5,2"		0	0	0	69	69	69	69	69	0	0	0	0	0	0	0	69	69	0	404	GG	N	H	N
1151683	"TRIMMERHUVUD JET-FIT 2 UNIV"	"0,6"		0	0	0	0	8	8	0	0	8	8	0	0	0	0	0	8	8	0	404	GG	N	F	Y
1151988	"HJUL SKOTTKÄRRA 21 KOMPLETT"	"1,8"		0	0	0	0	94	94	0	0	94	94	0	0	0	0	0	94	94	0	404	GG	N	H	Y
1152809	"RC DOG LABRADOR RETRIEVER ADULT 12KG"	"12,27"		0	2	-2	41	41	39	41	39	0	-2	0	0	0	0	0	41	39	0	404	GG	N	B	N
1153362	"HALSREM TJUR 150 CM"	"0,34"		0	0	0	0	8	8	0	0	8	8	0	0	0	0	0	8	8	0	404	GG	N	H	Y
1153364	"KRUBBÄNDE NÖT 70CM KARBINHAKE"	"0,39"		0	10	-10	0	19	9	0	-10	19	9	0	0	0	0	0	19	9	0	404	GG	N	H	Y
1153367	"KRUBBÄNDE NÖT 55CM KARBINHAKE"	"0,34"		0	2	-2	0	2	0	0	-2	2	0	0	0	0	0	0	2	0	0	404	GG	N	H	Y
1153371	"KRUBBÄNDE NÖT 70CM LÅSHAKE<"	"0,42"		0	6	-6	0	15	9	0	-6	15	9	0	0	0	0	0	15	9	0	404	GG	N	H	Y
1153376	"HALSREM KO 110CM<"	"0,28"		0	30	-30	0	160	130	0	-30	160	130	0	0	0	0	0	160	130	0	404	GG	N	H	Y
